symbol	NMF rank	MMF localization	SAFE domain	SAFE localization	Entrez	BioGRID	HGNC	RefSeq	UniProt
MRPS28	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	28957	118784	HGNC:14513	NM_014018	Q9Y2Q9
MRPS31	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	10240	115534	HGNC:16632	NM_005830	Q92665
MRPS34	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	65993	122442	HGNC:16618	NM_023936	P82930
MRPS35	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	60488	121919	HGNC:16635	NM_021821	P82673
MRPS36	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	92259	124924	HGNC:16631	NM_033281	P82909
MRPS5	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	64969	122362	HGNC:14498	NM_031902	P82675
MRPS6	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	64968	122361	HGNC:14051	NM_032476	P82932
MRPS7	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	51081	119271	HGNC:14499	NM_015971	Q9Y2R9
MRPS9	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	64965	122360	HGNC:14501	NM_182640	P82933
MRRF	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	92399	124944	HGNC:7234	NM_138777	Q96E11
MSANTD2	2	chromatin	22	chromatin, nucleoplasm	79684	122807	HGNC:26266	NM_024631	Q6P1R3
MSH2	2	chromatin	22	chromatin, nucleoplasm	4436	110573	HGNC:7325	NM_000251	P43246
MSH3	9	nucleoplasm	22	chromatin, nucleoplasm	4437	110574	HGNC:7326	NM_002439	P20585
MSH6	9	nucleoplasm	22	chromatin, nucleoplasm	2956	109211	HGNC:7329	NM_000179	P52701
MSL1	2	chromatin	22	chromatin, nucleoplasm	339287	130859	HGNC:27905	NM_001012241	Q68DK7
MSL3	2	chromatin	22	chromatin, nucleoplasm	10943	116143	HGNC:7370	NM_006800	Q8N5Y2
MSN	5	actin cytoskeleton, cytosol	20	cell junction, plasma membrane	4478	110584	HGNC:7373	NM_002444	P26038
MTA1	9	nucleoplasm	22	chromatin, nucleoplasm	9112	114562	HGNC:7410	NM_001203258	Q13330
MTA2	2	chromatin	22	chromatin, nucleoplasm	9219	114652	HGNC:7411	NM_004739	O94776
MTA3	2	chromatin	22	chromatin, nucleoplasm	57504	121568	HGNC:23784	NM_020744	Q9BTC8
MTCH1	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	23787	117286	HGNC:17586	NM_014341	Q9NZJ7
MTCH2	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	23788	117287	HGNC:17587	NM_014342	Q9Y6C9
MTCL1	17	microtubule cytoskeleton	1	no prediction	23255	116859	HGNC:29121	NM_015210	Q9Y4B5
MTDH	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	92140	124913	HGNC:29608	NM_178812	Q86UE4
MTERF3	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	51001	119209	HGNC:24258	NM_015942	Q96E29
MTF2	9	nucleoplasm	22	chromatin, nucleoplasm	22823	116499	HGNC:29535	NM_007358	Q9Y483
MTFR1	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	9650	115008	HGNC:29510	NM_014637	Q15390
MTFR1L	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	56181	121106	HGNC:28836	NM_019557	Q9H019
MTFR2	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	113115	125224	HGNC:21115	NM_138419	Q6P444
MTHFD1L	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	25902	117409	HGNC:21055	NM_015440	Q6UB35
MTHFD2	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	10797	116011	HGNC:7434	NM_006636	P13995
MTIF2	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4528	110625	HGNC:7441	NM_002453	P46199
MTMR1	11	plasma membrane	20	cell junction, plasma membrane	8776	114306	HGNC:7449	NM_003828	Q13613
MTMR10	11	plasma membrane	20	cell junction, plasma membrane	54893	120240	HGNC:25999	NM_017762	Q9NXD2
MTMR12	1	cell junction	20	cell junction, plasma membrane	54545	120032	HGNC:18191	NM_019061	Q9C0I1
MTMR3	15	nuclear outer membrane-ER membrane network	1	no prediction	8897	114414	HGNC:7451	NM_021090	Q13615
MTMR4	12	centrosome	1	no prediction	9110	114560	HGNC:7452	NM_004687	Q9NYA4
MTMR6	20	early endosome, recycling endosome	18	endosome, lysosome	9107	114558	HGNC:7453	NM_004685	Q9Y217
MTMR9	14	Golgi apparatus	9	Golgi apparatus	66036	122455	HGNC:14596	NM_015458	Q96QG7
MTO1	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	25821	117349	HGNC:19261	NM_012123	Q9Y2Z2
MTOR	11	plasma membrane	20	cell junction, plasma membrane	2475	108757	HGNC:3942	NM_004958	P42345
MTPAP	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	55149	120452	HGNC:25532	NM_018109	Q9NVV4
MTR	19	miscellaneous	1	no prediction	4548	110642	HGNC:7468	NM_000254	Q99707
MTREX	2	chromatin	-	-	23517	117064	HGNC:18734	NM_015360	P42285
MTRF1L	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	54516	120010	HGNC:21051	NM_019041	Q9UGC7
MTSS1L	5	actin cytoskeleton, cytosol	20	cell junction, plasma membrane					
MTUS1	17	microtubule cytoskeleton	15	microtubule cytoskeleton	57509	121573	HGNC:29789	NM_001001924	Q9ULD2
MTX1	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	4580	110667	HGNC:7504	NM_198883	Q13505
MTX2	13	mitochondrial outer membrane, peroxisome	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	10651	115894	HGNC:7506	NM_006554	O75431
MTX3	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	345778	131365	HGNC:24812	NM_001010891	Q5HYI7
MUL1	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	79594	122734	HGNC:25762	NM_024544	Q969V5
MUT	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix					
MXRA7	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	439921	136132	HGNC:7541	NM_001008529	P84157
MYBBP1A	8	nucleolus	22	chromatin, nucleoplasm	10514	115770	HGNC:7546	NM_014520	Q9BQG0
MYBL2	2	chromatin	22	chromatin, nucleoplasm	4605	110690	HGNC:7548	NM_002466	P10244
MYCBP	5	actin cytoskeleton, cytosol	1	no prediction	26292	117673	HGNC:7554	NM_012333	Q99417
MYCBP2	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	23077	116709	HGNC:23386	NM_015057	O75592
MYDGF	6	ER lumen	4	ER lumen	56005	121028	HGNC:16948	NM_019107	Q969H8
MYEF2	10	nuclear body	8	paraspeckles	50804	119124	HGNC:17940	NM_016132	Q9P2K5
MYL6	11	plasma membrane	7	actin cytoskeleton	4637	110721	HGNC:7587	NM_021019	P60660
MYLK	16	cytoplasmic ribonucleoprotein granule	13	cytoplasmic ribonucleoprotein granule	4638	110722	HGNC:7590	NM_053025	Q15746
MYO18A	11	plasma membrane	1	no prediction	399687	134384	HGNC:31104	NM_078471	Q92614
MYO19	13	mitochondrial outer membrane, peroxisome	13	cytoplasmic ribonucleoprotein granule	80179	123161	HGNC:26234	NM_025109	Q96H55
MYO1B	1	cell junction	20	cell junction, plasma membrane	4430	110567	HGNC:7596	NM_012223	O43795
MYO1C	1	cell junction	-	-	4641	110725	HGNC:7597	NM_001080779	O00159
MYO1D	1	cell junction	1	no prediction	4642	110726	HGNC:7598	NM_001303279	O94832
MYO1E	11	plasma membrane	20	cell junction, plasma membrane	4643	110727	HGNC:7599	NM_004998	Q12965
MYO5A	20	early endosome, recycling endosome	18	endosome, lysosome	4644	110728	HGNC:7602	NM_000259	Q9Y4I1
MYO5B	20	early endosome, recycling endosome	18	endosome, lysosome	4645	110729	HGNC:7603	NM_001080467	Q9ULV0
MYO5C	12	centrosome	1	no prediction	55930	121005	HGNC:7604	NM_018728	Q9NQX4
MYO6	1	cell junction	-	-	4646	110730	HGNC:7605	NM_004999	Q9UM54
MYO9A	11	plasma membrane	20	cell junction, plasma membrane	4649	110733	HGNC:7608	NM_006901	B2RTY4
MYO9B	11	plasma membrane	20	cell junction, plasma membrane	4650	110734	HGNC:7609	NM_001130065	Q13459
MYOF	14	Golgi apparatus	9	Golgi apparatus	26509	117715	HGNC:3656	NM_013451	Q9NZM1
MYSM1	2	chromatin	22	chromatin, nucleoplasm	114803	125363	HGNC:29401	NM_001085487	Q5VVJ2
MYT1	5	actin cytoskeleton, cytosol	1	no prediction	4661	110744	HGNC:7622	NM_004535	Q01538
N4BP1	5	actin cytoskeleton, cytosol	-	-	9683	115036	HGNC:29850	NM_014664	O75113
N4BP2	12	centrosome	1	no prediction	55728	120848	HGNC:29851	NM_018177	Q86UW6
NAA10	19	miscellaneous	-	-	8260	113881	HGNC:18704	NM_003491	P41227
NAA35	4	mitochondrial matrix	-	-	60560	121941	HGNC:24340	NM_024635	Q5VZE5
NAA50	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	80218	123185	HGNC:29533	NM_025146	Q9GZZ1
NACA	8	nucleolus	1	no prediction	4666	110748	HGNC:7629	NM_005594	E9PAV3
NACC1	9	nucleoplasm	22	chromatin, nucleoplasm	112939	125217	HGNC:20967	NM_052876	Q96RE7
NAE1	19	miscellaneous	-	-	8883	114402	HGNC:621	NM_003905	Q13564
NAMPT	13	mitochondrial outer membrane, peroxisome	-	-	10135	115438	HGNC:30092	NM_182790	P43490
NANP	5	actin cytoskeleton, cytosol	-	-	140838	126729	HGNC:16140	NM_152667	Q8TBE9
NAP1L1	16	cytoplasmic ribonucleoprotein granule	1	no prediction	4673	110754	HGNC:7637	NM_139207	P55209
NAP1L4	16	cytoplasmic ribonucleoprotein granule	1	no prediction	4676	110757	HGNC:7640	NM_005969	Q99733
NARS2	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	79731	122846	HGNC:26274	NM_024678	Q96I59
NASP	2	chromatin	22	chromatin, nucleoplasm	4678	110759	HGNC:7644	NM_002482	P49321
NAT10	8	nucleolus	22	chromatin, nucleoplasm	55226	120521	HGNC:29830	NM_024662	Q9H0A0
NAV1	17	microtubule cytoskeleton	15	microtubule cytoskeleton	89796	124605	HGNC:15989	NM_020443	Q8NEY1
NAV2	17	microtubule cytoskeleton	15	microtubule cytoskeleton	89797	124606	HGNC:15997	NM_145117	Q8IVL1
NBAS	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	51594	119627	HGNC:15625	NM_015909	A2RRP1
NBEA	20	early endosome, recycling endosome	18	endosome, lysosome	26960	117928	HGNC:7648	NM_015678	Q8NFP9
NBEAL1	7	endosome, lysosome	-	-	65065	122383	HGNC:20681	NM_001114132	Q6ZS30
NBEAL2	20	early endosome, recycling endosome	18	endosome, lysosome	23218	116825	HGNC:31928	NM_015175	Q6ZNJ1
NBN	2	chromatin	22	chromatin, nucleoplasm	4683	110763	HGNC:7652	NM_001024688	O60934
NBR1	14	Golgi apparatus	1	no prediction	4077	110253	HGNC:6746	NM_005899	Q14596
NCAM1	11	plasma membrane	20	cell junction, plasma membrane	4684	110764	HGNC:7656	NM_000615	P13591
NCAPD2	13	mitochondrial outer membrane, peroxisome	19	nuclear outer membrane-ER membrane network	9918	115246	HGNC:24305	NM_014865	Q15021
NCAPD3	9	nucleoplasm	-	-	23310	116902	HGNC:28952	NM_015261	P42695
NCAPG2	13	mitochondrial outer membrane, peroxisome	1	no prediction	54892	120239	HGNC:21904	NM_017760	Q86XI2
NCBP1	2	chromatin	22	chromatin, nucleoplasm	4686	110766	HGNC:7658	NM_002486	Q09161
NCBP3	10	nuclear body	22	chromatin, nucleoplasm	55421	120662	HGNC:24612	NM_018553	Q53F19
NCDN	19	miscellaneous	5	spliceosomal complex I	23154	116768	HGNC:17597	NM_014284	Q9UBB6
NCK2	5	actin cytoskeleton, cytosol	-	-	8440	114020	HGNC:7665	NM_003581	O43639
NCKAP1	11	plasma membrane	20	cell junction, plasma membrane	10787	116003	HGNC:7666	NM_205842	Q9Y2A7
NCKAP5	17	microtubule cytoskeleton	15	microtubule cytoskeleton	344148	131288	HGNC:29847	NM_207481	O14513
NCKAP5L	12	centrosome	14	centrosome enriched, P-body enriched	57701	121726	HGNC:29321	NM_001037806	Q9HCH0
NCL	8	nucleolus	3	splicing speckles, nucleolus	4691	110771	HGNC:7667	NM_005381	P19338
NCLN	6	ER lumen	4	ER lumen	56926	121253	HGNC:26923	NM_020170	Q969V3
NCOA2	10	nuclear body	22	chromatin, nucleoplasm	10499	115761	HGNC:7669	NM_001321703	Q15596
NCOA5	10	nuclear body	8	paraspeckles	57727	121747	HGNC:15909	NM_020967	Q9HCD5
NCOA6	10	nuclear body	22	chromatin, nucleoplasm	23054	116691	HGNC:15936	NM_014071	Q14686
NCOA7	7	endosome, lysosome	18	endosome, lysosome	135112	126419	HGNC:21081	NM_001199619	Q8NI08
NCOR1	10	nuclear body	22	chromatin, nucleoplasm	9611	114973	HGNC:7672	NM_006311	O75376
NCOR2	12	centrosome	14	centrosome enriched, P-body enriched	9612	114974	HGNC:7673	NM_006312	Q9Y618
NCSTN	6	ER lumen	4	ER lumen	23385	116961	HGNC:17091	NM_015331	Q92542
NDC1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	55706	120831	HGNC:25525	NM_018087	Q9BTX1
NDC80	17	microtubule cytoskeleton	1	no prediction	10403	115675	HGNC:16909	NM_006101	O14777
NDE1	7	endosome, lysosome	1	no prediction	54820	120175	HGNC:17619	NM_017668	Q9NXR1
NDEL1	12	centrosome	1	no prediction	81565	123527	HGNC:17620	NM_030808	Q9GZM8
NDRG1	11	plasma membrane	20	cell junction, plasma membrane	10397	115669	HGNC:7679	NM_001135242	Q92597
NDRG3	11	plasma membrane	20	cell junction, plasma membrane	57446	121519	HGNC:14462	NM_022477	Q9UGV2
NDUFA10	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4705	110785	HGNC:7684	NM_004544	O95299
NDUFA12	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	55967	121013	HGNC:23987	NM_018838	Q9UI09
NDUFA13	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	51079	119270	HGNC:17194	NM_015965	Q9P0J0
NDUFA2	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4695	110775	HGNC:7685	NM_002488	O43678
NDUFA4	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4697	110777	HGNC:7687	NM_002489	O00483
NDUFA5	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4698	110778	HGNC:7688	NM_005000	Q16718
NDUFA6	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4700	110780	HGNC:7690	NM_002490	P56556
NDUFA8	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4702	110782	HGNC:7692	NM_014222	P51970
NDUFA9	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4704	110784	HGNC:7693	NM_005002	Q16795
NDUFAF1	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	51103	119292	HGNC:18828	NM_016013	Q9Y375
NDUFAF2	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	91942	124893	HGNC:28086	NM_174889	Q8N183
NDUFAF3	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	25915	117419	HGNC:29918	NM_199069	Q9BU61
NDUFAF4	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	29078	118848	HGNC:21034	NM_014165	Q9P032
NDUFAF5	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	79133	122554	HGNC:15899	NM_001039375	Q5TEU4
NDUFAF7	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	55471	120676	HGNC:28816	NM_144736	Q7L592
NDUFB10	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4716	110796	HGNC:7696	NM_004548	O96000
NDUFB11	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	54539	120026	HGNC:20372	NM_019056	Q9NX14
NDUFB5	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4711	110791	HGNC:7700	NM_002492	O43674
NDUFB8	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4714	110794	HGNC:7703	NM_005004	O95169
NDUFB9	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4715	110795	HGNC:7704	NM_005005	Q9Y6M9
NDUFS1	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4719	110799	HGNC:7707	NM_005006	P28331
NDUFS2	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4720	110800	HGNC:7708	NM_004550	O75306
NDUFS3	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4722	110801	HGNC:7710	NM_004551	O75489
NDUFS4	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4724	110803	HGNC:7711	NM_002495	O43181
NDUFS6	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4726	110805	HGNC:7713	NM_004553	O75380
NDUFS7	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	374291	131889	HGNC:7714	NM_024407	O75251
NDUFS8	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4728	110806	HGNC:7715	NM_002496	O00217
NDUFV1	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4723	110802	HGNC:7716	NM_007103	P49821
NDUFV2	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4729	110807	HGNC:7717	NM_021074	P19404
NDUFV3	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	4731	110809	HGNC:7719	NM_001001503	P56181
NEBL	5	actin cytoskeleton, cytosol	7	actin cytoskeleton	10529	115784	HGNC:16932	NM_006393	O76041
NECTIN2	1	cell junction	20	cell junction, plasma membrane	5819	111777	HGNC:9707	NM_002856	Q92692
NEDD1	12	centrosome	-	-	121441	125728	HGNC:7723	NM_001135175	Q8NHV4
NEFL	19	miscellaneous	1	no prediction	4747	110822	HGNC:7739	NM_006158	P07196
NEK1	17	microtubule cytoskeleton	-	-	4750	110825	HGNC:7744	NM_001199397	Q96PY6
NEK4	17	microtubule cytoskeleton	-	-	6787	112663	HGNC:11399	NM_003157	P51957
NEK9	5	actin cytoskeleton, cytosol	1	no prediction	91754	124876	HGNC:18591	NM_033116	Q8TD19
NELFA	10	nuclear body	22	chromatin, nucleoplasm	7469	113307	HGNC:12768	NM_005663	Q9H3P2
NELFB	9	nucleoplasm	1	no prediction	25920	117421	HGNC:24324	NM_015456	Q8WX92
NELFCD	19	miscellaneous	1	no prediction	51497	119572	HGNC:15934	NM_198976	Q8IXH7
NELFE	10	nuclear body	22	chromatin, nucleoplasm	7936	113662	HGNC:13974	NM_002904	P18615
NEMP1	15	nuclear outer membrane-ER membrane network	-	-	23306	116898	HGNC:29001	NM_015257	O14524
NENF	6	ER lumen	4	ER lumen	29937	118976	HGNC:30384	NM_013349	Q9UMX5
NEO1	14	Golgi apparatus	20	cell junction, plasma membrane	4756	110830	HGNC:7754	NM_002499	Q92859
NEPRO	8	nucleolus	3	splicing speckles, nucleolus	25871	117387	HGNC:24496	NM_015412	Q6NW34
NES	5	actin cytoskeleton, cytosol	1	no prediction	10763	115983	HGNC:7756	NM_006617	P48681
NETO2	14	Golgi apparatus	9	Golgi apparatus	81831	123589	HGNC:14644	NM_018092	Q8NC67
